Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1185732,1/10/21,Northeast,Delaware,Wilmington,Women's Apparel,$33.00 ,69,"$2,277 ","$1,252 ",55%,Online
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Men's Street Footwear,$34.00 ,115,"$3,910 ","$1,799 ",46%,Online
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$34.00 ,63,"$2,142 ",$964 ,45%,Online
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Women's Street Footwear,$24.00 ,63,"$1,512 ",$832 ,55%,Online
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$29.00 ,20,$580 ,$307 ,53%,Online
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Men's Apparel,$44.00 ,33,"$1,452 ",$581 ,40%,Online
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Women's Apparel,$33.00 ,63,"$2,079 ","$1,123 ",54%,Online
West Gear,1128299,1/10/21,West,California,San Francisco,Men's Apparel,$44.00 ,196,"$8,624 ","$5,261 ",61%,Outlet
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Men's Street Footwear,$23.00 ,149,"$3,427 ","$1,439 ",42%,Outlet
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$28.00 ,79,"$2,212 ",$885 ,40%,Outlet
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Women's Street Footwear,$19.00 ,72,"$1,368 ",$575 ,42%,Outlet
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$24.00 ,24,$576 ,$265 ,46%,Outlet
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Men's Apparel,$34.00 ,44,"$1,496 ",$539 ,36%,Outlet
Foot Locker,1185732,1/10/21,Northeast,Connecticut,Hartford,Women's Apparel,$26.00 ,72,"$1,872 ",$880 ,47%,Outlet
West Gear,1128299,1/11/21,West,California,San Francisco,Women's Apparel,$80.00 ,875,"$700,000 ","$140,000 ",20%,Outlet
Kohl's,1189833,1/11/21,Midwest,Montana,Billings,Women's Street Footwear,$45.00 ,425,"$191,250 ","$86,063 ",45%,Outlet
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Men's Street Footwear,$25.00 ,675,"$168,750 ","$67,500 ",40%,In-store
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$25.00 ,475,"$118,750 ","$41,563 ",35%,In-store
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Women's Street Footwear,$15.00 ,475,"$71,250 ","$24,938 ",35%,In-store
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$20.00 ,325,"$65,000 ","$26,000 ",40%,In-store
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Men's Apparel,$35.00 ,375,"$131,250 ","$45,938 ",35%,In-store
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Women's Apparel,$25.00 ,475,"$118,750 ","$59,375 ",50%,In-store
West Gear,1128299,1/11/21,West,California,San Francisco,Women's Apparel,$72.00 ,219,"$15,768 ","$5,519 ",35%,Online
Kohl's,1189833,1/11/21,Midwest,Montana,Billings,Women's Street Footwear,$42.00 ,128,"$5,376 ","$3,064 ",57%,Online
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Men's Street Footwear,$23.00 ,196,"$4,508 ","$2,479 ",55%,Online
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$23.00 ,133,"$3,059 ","$1,438 ",47%,Online
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Women's Street Footwear,$14.00 ,143,"$2,002 ",$941 ,47%,Online
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$18.00 ,88,"$1,584 ",$824 ,52%,Online
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Men's Apparel,$33.00 ,98,"$3,234 ","$1,520 ",47%,Online
West Gear,1185732,1/11/21,Midwest,Missouri,St. Louis,Women's Apparel,$24.00 ,138,"$3,312 ","$2,120 ",64%,Online
West Gear,1128299,1/11/21,West,California,San Francisco,Women's Apparel,$60.00 ,306,"$18,360 ","$4,774 ",26%,Outlet
West Gear,1128299,1/12/21,West,California,San Francisco,Men's Street Footwear,$60.00 ,"1,025","$615,000 ","$215,250 ",35%,Outlet
Kohl's,1189833,1/12/21,Midwest,Montana,Billings,Women's Athletic Footwear,$45.00 ,325,"$146,250 ","$58,500 ",40%,Outlet
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Street Footwear,$45.00 ,850,"$382,500 ","$172,125 ",45%,In-store
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Athletic Footwear,$45.00 ,650,"$292,500 ","$102,375 ",35%,In-store
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Street Footwear,$35.00 ,650,"$227,500 ","$56,875 ",25%,In-store
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Athletic Footwear,$40.00 ,500,"$200,000 ","$60,000 ",30%,In-store
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Apparel,$55.00 ,550,"$302,500 ","$105,875 ",35%,In-store
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Apparel,$45.00 ,650,"$292,500 ","$146,250 ",50%,In-store
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Men's Street Footwear,$40.00 ,475,"$190,000 ","$66,500 ",35%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Men's Athletic Footwear,$40.00 ,275,"$110,000 ","$33,000 ",30%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Women's Street Footwear,$30.00 ,275,"$82,500 ","$24,750 ",30%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Women's Athletic Footwear,$35.00 ,125,"$43,750 ","$13,125 ",30%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Men's Apparel,$50.00 ,175,"$87,500 ","$30,625 ",35%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Women's Apparel,$40.00 ,275,"$110,000 ","$44,000 ",40%,Online
West Gear,1128299,1/12/21,West,California,San Francisco,Men's Street Footwear,$56.00 ,277,"$15,512 ","$6,980 ",45%,Online
Kohl's,1189833,1/12/21,Midwest,Montana,Billings,Women's Athletic Footwear,$44.00 ,91,"$4,004 ","$2,122 ",53%,Online
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Street Footwear,$41.00 ,255,"$10,455 ","$5,750 ",55%,Online
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Athletic Footwear,$44.00 ,189,"$8,316 ","$3,909 ",47%,Online
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Street Footwear,$32.00 ,169,"$5,408 ","$2,055 ",38%,Online
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Athletic Footwear,$37.00 ,145,"$5,365 ","$2,200 ",41%,Online
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Apparel,$51.00 ,165,"$8,415 ","$3,787 ",45%,Online
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Apparel,$44.00 ,176,"$7,744 ","$5,034 ",65%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Men's Street Footwear,$38.00 ,138,"$5,244 ","$2,570 ",49%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Men's Athletic Footwear,$37.00 ,80,"$2,960 ","$1,184 ",40%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Women's Street Footwear,$27.00 ,83,"$2,241 ",$986 ,44%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Women's Athletic Footwear,$34.00 ,36,"$1,224 ",$490 ,40%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Men's Apparel,$48.00 ,44,"$2,112 ",$993 ,47%,Online
Foot Locker,1185732,1/12/21,Midwest,Kansas,Wichita,Women's Apparel,$37.00 ,72,"$2,664 ","$1,465 ",55%,Online
West Gear,1128299,1/12/21,West,California,San Francisco,Men's Street Footwear,$41.00 ,338,"$13,858 ","$5,266 ",38%,Outlet
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Street Footwear,$30.00 ,272,"$8,160 ","$4,162 ",51%,Outlet
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Athletic Footwear,$36.00 ,221,"$7,956 ","$3,182 ",40%,Outlet
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Street Footwear,$26.00 ,202,"$5,252 ","$1,523 ",29%,Outlet
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Athletic Footwear,$30.00 ,170,"$5,100 ","$1,887 ",37%,Outlet
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Men's Apparel,$36.00 ,193,"$6,948 ","$2,849 ",41%,Outlet
West Gear,1185732,1/12/21,Southeast,Florida,Orlando,Women's Apparel,$35.00 ,221,"$7,735 ","$4,254 ",55%,Outlet
West Gear,1128299,1/13/21,West,California,San Francisco,Men's Athletic Footwear,$65.00 ,875,"$568,750 ","$113,750 ",20%,Outlet
Kohl's,1189833,1/13/21,Midwest,Montana,Billings,Men's Apparel,$50.00 ,200,"$100,000 ","$60,000 ",60%,Outlet
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Street Footwear,$30.00 ,450,"$135,000 ","$54,000 ",40%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,$40.00 ,450,"$180,000 ","$72,000 ",40%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Street Footwear,$40.00 ,450,"$180,000 ","$63,000 ",35%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,$40.00 ,300,"$120,000 ","$48,000 ",40%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Apparel,$45.00 ,250,"$112,500 ","$39,375 ",35%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Apparel,$40.00 ,450,"$180,000 ","$45,000 ",25%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Men's Street Footwear,$35.00 ,775,"$271,250 ","$108,500 ",40%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$35.00 ,575,"$201,250 ","$70,438 ",35%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Women's Street Footwear,$25.00 ,575,"$143,750 ","$57,500 ",40%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$30.00 ,425,"$127,500 ","$51,000 ",40%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Men's Apparel,$45.00 ,475,"$213,750 ","$74,813 ",35%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Women's Apparel,$35.00 ,575,"$201,250 ","$100,625 ",50%,Online
West Gear,1128299,1/13/21,West,California,San Francisco,Men's Athletic Footwear,$59.00 ,245,"$14,455 ","$4,915 ",34%,Online
Kohl's,1189833,1/13/21,Midwest,Montana,Billings,Men's Apparel,$48.00 ,60,"$2,880 ","$2,045 ",71%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Street Footwear,$29.00 ,131,"$3,799 ","$1,937 ",51%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,$39.00 ,135,"$5,265 ","$2,685 ",51%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Street Footwear,$38.00 ,126,"$4,788 ","$2,155 ",45%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,$39.00 ,75,"$2,925 ","$1,463 ",50%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Apparel,$41.00 ,63,"$2,583 ","$1,162 ",45%,Online
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Apparel,$36.00 ,117,"$4,212 ","$1,643 ",39%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Men's Street Footwear,$32.00 ,194,"$6,208 ","$3,228 ",52%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$33.00 ,150,"$4,950 ","$2,475 ",50%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Women's Street Footwear,$24.00 ,167,"$4,008 ","$2,164 ",54%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$29.00 ,123,"$3,567 ","$1,855 ",52%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Men's Apparel,$44.00 ,128,"$5,632 ","$2,816 ",50%,Online
Amazon,1185732,1/13/21,Southeast,North Carolina,Charlotte,Women's Apparel,$32.00 ,173,"$5,536 ","$3,598 ",65%,Online
West Gear,1128299,1/13/21,West,California,San Francisco,Men's Athletic Footwear,$49.00 ,263,"$12,887 ","$3,093 ",24%,Outlet
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Street Footwear,$24.00 ,149,"$3,576 ","$1,645 ",46%,Outlet
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,$27.00 ,140,"$3,780 ","$1,777 ",47%,Outlet
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Street Footwear,$32.00 ,140,"$4,480 ","$1,882 ",42%,Outlet
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,$28.00 ,99,"$2,772 ","$1,164 ",42%,Outlet
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Men's Apparel,$35.00 ,75,"$2,625 ","$1,050 ",40%,Outlet
Sports Direct,1128299,1/13/21,West,New Mexico,Albuquerque,Women's Apparel,$28.00 ,140,"$3,920 ","$1,254 ",32%,Outlet
West Gear,1128299,1/14/21,West,California,San Francisco,Women's Street Footwear,$65.00 ,825,"$536,250 ","$187,688 ",35%,Outlet
Kohl's,1189833,1/14/21,Midwest,Montana,Billings,Women's Apparel,$45.00 ,400,"$180,000 ","$45,000 ",25%,Outlet
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Street Footwear,$40.00 ,800,"$320,000 ","$160,000 ",50%,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Athletic Footwear,$40.00 ,600,"$240,000 ","$72,000 ",30%,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Street Footwear,$30.00 ,600,"$180,000 ","$63,000 ",35%,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Athletic Footwear,$35.00 ,450,"$157,500 ","$55,125 ",35%,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Apparel,$50.00 ,500,"$250,000 ","$75,000 ",30%,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Apparel,$40.00 ,600,"$240,000 ","$60,000 ",25%,In-store
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,$45.00 ,525,"$236,250 ","$106,313 ",45%,In-store
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$45.00 ,325,"$146,250 ","$65,813 ",45%,In-store
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,$35.00 ,325,"$113,750 ","$39,813 ",35%,In-store
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$40.00 ,175,"$70,000 ","$24,500 ",35%,In-store
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Apparel,$55.00 ,225,"$123,750 ","$43,313 ",35%,In-store
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Apparel,$45.00 ,325,"$146,250 ","$58,500 ",40%,In-store
West Gear,1128299,1/14/21,West,California,San Francisco,Women's Street Footwear,$62.00 ,248,"$15,376 ","$7,073 ",46%,Online
Kohl's,1189833,1/14/21,Midwest,Montana,Billings,Women's Apparel,$42.00 ,112,"$4,704 ","$1,835 ",39%,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Street Footwear,$39.00 ,216,"$8,424 ","$5,307 ",63%,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Athletic Footwear,$39.00 ,156,"$6,084 ","$2,738 ",45%,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Street Footwear,$29.00 ,168,"$4,872 ","$2,339 ",48%,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Athletic Footwear,$34.00 ,131,"$4,454 ","$2,093 ",47%,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Apparel,$49.00 ,145,"$7,105 ","$3,197 ",45%,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Apparel,$38.00 ,156,"$5,928 ","$2,371 ",40%,Online
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,$44.00 ,152,"$6,688 ","$3,678 ",55%,Online
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$42.00 ,94,"$3,948 ","$2,369 ",60%,Online
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,$32.00 ,91,"$2,912 ","$1,310 ",45%,Online
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$39.00 ,44,"$1,716 ",$841 ,49%,Online
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Apparel,$52.00 ,68,"$3,536 ","$1,662 ",47%,Online
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Apparel,$44.00 ,98,"$4,312 ","$2,199 ",51%,Online
West Gear,1128299,1/14/21,West,California,San Francisco,Women's Street Footwear,$46.00 ,264,"$12,144 ","$4,858 ",40%,Outlet
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,$35.00 ,179,"$6,265 ","$3,258 ",52%,Outlet
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$36.00 ,107,"$3,852 ","$1,887 ",49%,Outlet
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,$27.00 ,101,"$2,727 ","$1,091 ",40%,Outlet
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$29.00 ,53,"$1,537 ",$599 ,39%,Outlet
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Men's Apparel,$37.00 ,70,"$2,590 ","$1,062 ",41%,Outlet
Amazon,1185732,1/14/21,Northeast,Massachusetts,Boston,Women's Apparel,$34.00 ,104,"$3,536 ","$1,520 ",43%,Outlet
West Gear,1128299,1/15/21,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,725,"$435,000 ","$130,500 ",30%,Outlet
Kohl's,1189833,1/15/21,Midwest,Montana,Billings,Men's Street Footwear,$45.00 ,575,"$258,750 ","$116,438 ",45%,Outlet
West Gear,1128299,1/15/21,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,218,"$11,990 ","$4,796 ",40%,Online
Kohl's,1189833,1/15/21,Midwest,Montana,Billings,Men's Street Footwear,$44.00 ,161,"$7,084 ","$4,180 ",59%,Online
West Gear,1128299,1/15/21,West,California,San Francisco,Women's Athletic Footwear,$46.00 ,247,"$11,362 ","$4,090 ",36%,Outlet
West Gear,1128299,1/16/21,West,California,San Francisco,Men's Apparel,$65.00 ,775,"$503,750 ","$251,875 ",50%,Outlet
Kohl's,1189833,1/16/21,Midwest,Montana,Billings,Men's Athletic Footwear,$45.00 ,375,"$168,750 ","$50,625 ",30%,Outlet
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,$25.00 ,550,"$137,500 ","$48,125 ",35%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$25.00 ,350,"$87,500 ","$30,625 ",35%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,$15.00 ,350,"$52,500 ","$18,375 ",35%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$20.00 ,200,"$40,000 ","$14,000 ",35%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Apparel,$35.00 ,250,"$87,500 ","$30,625 ",35%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Apparel,$25.00 ,350,"$87,500 ","$30,625 ",35%,Online
West Gear,1128299,1/16/21,West,California,San Francisco,Men's Apparel,$64.00 ,233,"$14,912 ","$9,544 ",64%,Online
Kohl's,1189833,1/16/21,Midwest,Montana,Billings,Men's Athletic Footwear,$43.00 ,101,"$4,343 ","$1,954 ",45%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,$23.00 ,149,"$3,427 ","$1,679 ",49%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$23.00 ,91,"$2,093 ","$1,026 ",49%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,$14.00 ,88,"$1,232 ",$591 ,48%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$19.00 ,56,"$1,064 ",$521 ,49%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Apparel,$33.00 ,65,"$2,145 ","$1,030 ",48%,Online
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Apparel,$23.00 ,102,"$2,346 ","$1,173 ",50%,Online
West Gear,1128299,1/16/21,West,California,San Francisco,Men's Apparel,$44.00 ,240,"$10,560 ","$5,914 ",56%,Outlet
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,$17.00 ,176,"$2,992 ","$1,137 ",38%,Outlet
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$16.00 ,105,"$1,680 ",$638 ,38%,Outlet
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,$12.00 ,116,"$1,392 ",$557 ,40%,Outlet
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$16.00 ,70,"$1,120 ",$448 ,40%,Outlet
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Men's Apparel,$28.00 ,88,"$2,464 ","$1,010 ",41%,Outlet
Kohl's,1197831,1/16/21,South,Oklahoma,Oklahoma City,Women's Apparel,$17.00 ,119,"$2,023 ",$749 ,37%,Outlet
West Gear,1128299,1/17/21,West,California,San Francisco,Women's Apparel,$80.00 ,775,"$620,000 ","$93,000 ",15%,Outlet
Kohl's,1189833,1/17/21,Midwest,Montana,Billings,Women's Street Footwear,$45.00 ,400,"$180,000 ","$81,000 ",45%,Outlet
Sports Direct,1128299,1/17/21,West,Hawaii,Honolulu,Men's Street Footwear,$40.00 ,425,"$170,000 ","$51,000 ",30%,Outlet
Sports Direct,1128299,1/17/21,West,Hawaii,Honolulu,Men's Athletic Footwear,$50.00 ,425,"$212,500 ","$53,125 ",25%,Outlet
Sports Direct,1128299,1/17/21,West,Hawaii,Honolulu,Women's Street Footwear,$50.00 ,425,"$212,500 ","$63,750 ",30%,Outlet
Sports Direct,1128299,1/17/21,West,Hawaii,Honolulu,Women's Athletic Footwear,$50.00 ,275,"$137,500 ","$41,250 ",30%,Outlet
Sports Direct,1128299,1/17/21,West,Hawaii,Honolulu,Men's Apparel,$55.00 ,225,"$123,750 ","$24,750 ",20%,Outlet
Sports Direct,1128299,1/17/21,West,Hawaii,Honolulu,Women's Apparel,$50.00 ,475,"$237,500 ","$106,875 ",45%,Outlet
West Gear,1128299,1/17/21,West,Oregon,Portland,Men's Street Footwear,$35.00 ,400,"$140,000 ","$56,000 ",40%,In-store
West Gear,1128299,1/17/21,West,Oregon,Portland,Men's Athletic Footwear,$45.00 ,400,"$180,000 ","$72,000 ",40%,In-store
West Gear,1128299,1/17/21,West,Oregon,Portland,Women's Street Footwear,$45.00 ,400,"$180,000 ","$72,000 ",40%,In-store
West Gear,1128299,1/17/21,West,Oregon,Portland,Women's Athletic Footwear,$45.00 ,250,"$112,500 ","$45,000 ",40%,In-store
West Gear,1128299,1/17/21,West,Oregon,Portland,Men's Apparel,$50.00 ,200,"$100,000 ","$45,000 ",45%,In-store
West Gear,1128299,1/17/21,West,Oregon,Portland,Women's Apparel,$45.00 ,450,"$202,500 ","$70,875 ",35%,In-store
West Gear,1185732,1/17/21,Midwest,Indiana,Indianapolis,Men's Street Footwear,$35.00 ,500,"$175,000 ","$70,000 ",40%,In-store
West Gear,1185732,1/17/21,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$35.00 ,300,"$105,000 ","$42,000 ",40%,In-store
